"date","ILIper100k"
2020-02-24,776.02685661572
2020-03-02,803.57366928502
2020-03-09,623.10510056715
2020-03-16,448.56279605964
2020-03-23,231.3891326897
2020-03-30,103.59598835657
2020-04-06,75.885160457175
2020-04-13,70.94144653625
2020-04-20,32.584736287257
2020-04-27,66.36354079058
2020-05-04,66.460922951391
2020-05-11,45.728174193023
2020-05-18,61.194214365187
2020-05-25,53.075794315686
2020-06-01,83.038374108635
2020-06-08,38.309659928096
2020-06-15,81.45636401523
2020-06-22,73.368425956119
2020-06-29,74.195156447443
2020-07-06,52.981963096911
2020-07-13,52.692591421646
2020-07-20,31.408092070578
2020-07-27,105.29533643558
2020-08-03,75.475559990278
2020-08-10,54.305790972074
2020-08-17,76.531871821459
2020-08-31,50.685521680732
2020-09-07,49.920249357733
2020-09-14,61.310369813003
2020-09-21,63.293870564035
2020-09-28,115.43599787286
